0.25278,0.30187,0.30495
0.19882,0.32426,0.21464
0.1964,0.36801,0.18016
0.20808,0.42012,0.15977
0.22766,0.48017,0.14584
0.25338,0.549,0.13577
0.33671,0.32087,0.15008
0.24955,0.3653,0.10675
0.2405,0.42332,0.090695
0.2513,0.48819,0.081651
0.27271,0.56112,0.075991
0.30201,0.64378,0.072526
0.25644,0.20865,0.26589
0.18334,0.24818,0.18694
0.17374,0.29189,0.15671
0.17973,0.33894,0.13874
0.19382,0.39101,0.12636
0.21377,0.44955,0.11727
0.35939,0.21489,0.21185
0.24237,0.28377,0.14956
0.22326,0.34455,0.12598
0.22701,0.40591,0.1122
0.24219,0.47191,0.10298
0.2653,0.54504,0.096541
0.30978,0.14759,0.22798
0.20184,0.21331,0.16036
0.18258,0.26538,0.13451
0.18352,0.31597,0.11917
0.19435,0.36938,0.10864
0.21187,0.42799,0.10094
0.30271,0.23377,0.11566
0.21407,0.28317,0.082086
0.20192,0.33497,0.069563
0.20835,0.39003,0.062426
0.22437,0.45065,0.05786
0.24727,0.51864,0.05493
0.24001,0.17917,0.26908
0.16857,0.2189,0.18901
0.15839,0.25968,0.15828
0.16302,0.30274,0.13993
0.17524,0.35,0.12722
0.19289,0.40291,0.1178
0.28623,0.38833,0.31354
0.23387,0.4057,0.22122
0.23455,0.45556,0.18623
0.25057,0.51735,0.16576
0.27551,0.58957,0.15205
0.30756,0.6729,0.14246
0.32888,0.2877,0.23853
0.23892,0.33508,0.16844
0.2281,0.39135,0.14193
0.23702,0.45296,0.12646
0.25631,0.52163,0.11614
0.2832,0.59912,0.10898
0.26378,0.41863,0.4121
0.22695,0.42383,0.29022
0.23196,0.47001,0.2438
0.25031,0.5304,0.21642
0.27681,0.60225,0.19785
0.31008,0.68584,0.18454
0.20249,0.25072,0.36067
0.16094,0.26696,0.25323
0.15962,0.30198,0.21194
0.16948,0.34419,0.18726
0.18566,0.39301,0.17011
0.20679,0.44909,0.15735
0.14403,0.27913,0.24438
0.13343,0.27373,0.17172
0.13995,0.29955,0.14388
0.15311,0.33579,0.12731
0.17068,0.37989,0.11588
0.19216,0.43171,0.10748
0.37403,0.33148,0.17725
0.27252,0.38495,0.12603
0.26059,0.44913,0.10702
0.27106,0.5196,0.096285
0.29332,0.59826,0.089536
0.32425,0.68706,0.085359
0.37954,0.38628,0.31733
0.28592,0.43127,0.2244
0.27735,0.49641,0.18939
0.29083,0.57058,0.1691
0.31624,0.65456,0.15573
0.3506,0.75005,0.14665
0.2089,0.24351,0.15528
0.16318,0.26349,0.10948
0.16083,0.29983,0.092084
0.17022,0.34277,0.081872
0.18615,0.39211,0.074992
0.20715,0.44859,0.070127
0.35062,0.12015,0.22144
0.21963,0.20257,0.15581
0.19438,0.26115,0.13076
0.19263,0.31558,0.11591
0.2021,0.37175,0.10575
0.21896,0.43262,0.098351
0.32879,0.156,0.28181
0.2141,0.22565,0.19813
0.19357,0.28081,0.16611
0.1945,0.33437,0.14706
0.20591,0.3909,0.13394
0.22441,0.45291,0.1243
0.39123,0.10251,0.3899
0.23913,0.1991,0.27377
0.2085,0.26389,0.22919
0.20449,0.32241,0.20254
0.21302,0.38185,0.18403
0.22967,0.44571,0.17024
0.36297,0.32045,0.2604
0.26423,0.37214,0.18409
0.25249,0.43421,0.15531
0.26249,0.50233,0.13861
0.28393,0.57833,0.12757
0.31376,0.66412,0.12002
0.31708,0.35027,0.22364
0.24405,0.38358,0.15828
0.239,0.43843,0.13371
0.25201,0.50227,0.11953
0.27497,0.57519,0.11026
0.30553,0.65845,0.10405
0.30686,0.26918,0.3942
0.22306,0.31261,0.2772
0.2129,0.36479,0.23242
0.22113,0.42201,0.2058
0.23904,0.48582,0.18749
0.26401,0.55783,0.17408
