0.42784,0.42156,0.22223
0.2941,0.63321,0.14379
0.54165,1.013,0.12686
0.8338,1.6303,0.138
1.3483,2.6329,0.19913
2.1729,4.2529,0.37908
0.24134,0.27146,0.43026
0.19477,0.40765,0.2715
0.34427,0.65034,0.22075
0.53494,1.0455,0.20009
0.86371,1.6871,0.20785
1.392,2.7251,0.26876
0.36368,0.16466,0.43312
0.083875,0.24175,0.27184
0.23231,0.3907,0.21801
0.32383,0.62828,0.18981
0.52554,1.015,0.17858
0.84071,1.6404,0.19011
0.44924,0.15056,0.14137
0.058281,0.21849,0.088875
0.22539,0.35685,0.072493
0.29709,0.57489,0.065365
0.48431,0.93056,0.067348
0.7725,1.5061,0.085632
0.37657,0.1225,0.25222
0.045675,0.17736,0.15821
0.18446,0.28964,0.12691
0.24127,0.46632,0.11035
0.39322,0.75449,0.10352
0.62654,1.2206,0.10945
0.21111,0.28789,0.48023
0.21363,0.4332,0.30312
0.36003,0.6898,0.24641
0.56691,1.1086,0.22345
0.91451,1.7883,0.23229
1.4747,2.8875,0.30078
0.30135,0.37973,0.4152
0.27818,0.57127,0.26401
0.47776,0.91062,0.21965
0.74862,1.4639,0.21108
1.2083,2.3618,0.24811
1.9481,3.8129,0.3837
0.15516,0.22677,0.47296
0.17003,0.34154,0.29772
0.28242,0.54364,0.23994
0.44666,0.87375,0.21266
0.72044,1.4096,0.20923
1.1623,2.2767,0.24513
0.39121,0.44887,0.13628
0.3233,0.67659,0.090735
0.57041,1.0816,0.086272
0.88948,1.7414,0.10774
1.4382,2.813,0.18339
2.3205,4.5444,0.39328
0.23046,0.17864,0.28417
0.11688,0.26687,0.17879
0.23466,0.42791,0.14431
0.35277,0.68858,0.12806
0.57095,1.1124,0.12651
0.91882,1.7986,0.14935
0.18291,0.15828,0.4213
0.10691,0.23664,0.26456
0.20531,0.37853,0.21188
0.31184,0.60863,0.18434
0.50406,0.98251,0.17293
0.81126,1.5877,0.18309
0.28639,0.4832,0.4628
0.36928,0.72896,0.29653
0.59708,1.1593,0.25133
0.95199,1.863,0.25311
1.5347,3.0037,0.32353
2.476,4.8445,0.5504
0.23284,0.28674,0.46338
0.20922,0.43098,0.29251
0.36111,0.68688,0.23798
0.56476,1.104,0.21617
0.9114,1.7811,0.22563
1.4692,2.8763,0.29409
0.18065,0.3773,0.22604
0.29513,0.572,0.14575
0.46304,0.91029,0.12537
0.74696,1.4649,0.13095
1.2054,2.365,0.17761
1.9487,3.8208,0.32091
0.38826,0.24969,0.39479
0.15293,0.37087,0.24872
0.33475,0.59569,0.20216
0.49186,0.95797,0.18227
0.79636,1.5469,0.18725
1.2788,2.4995,0.2373
0.12581,0.36456,0.28064
0.29285,0.55356,0.17979
0.44183,0.87946,0.15162
0.72112,1.4148,0.15164
1.1628,2.2834,0.19151
1.8808,3.6884,0.32235
0.30975,0.43051,0.49276
0.3204,0.64786,0.31379
0.53767,1.0314,0.26191
0.84755,1.6572,0.25387
1.3669,2.6722,0.30323
2.2036,4.3111,0.47807
0.29744,0.34627,0.25655
0.25009,0.52132,0.16392
0.43894,0.83254,0.13859
0.68465,1.3397,0.13818
1.1063,2.1632,0.17394
1.7845,3.4953,0.29136
0.27318,0.22892,0.36467
0.15327,0.34225,0.22974
0.29807,0.54791,0.18622
0.45147,0.88124,0.16713
0.73007,1.4229,0.16971
1.175,2.2994,0.21086
0.36477,0.30701,0.28121
0.2058,0.45946,0.17849
0.39993,0.73598,0.14856
0.6064,1.1842,0.1422
0.981,1.9126,0.16615
1.5793,3.0909,0.25493
0.28462,0.29351,0.48272
0.20686,0.4399,0.30465
0.37457,0.70206,0.24799
0.57776,1.1283,0.22529
0.93285,1.8203,0.23528
1.5023,2.9394,0.30686
0.49805,0.20507,0.41114
0.097338,0.29998,0.25828
0.29424,0.48597,0.20848
0.4033,0.78159,0.18416
0.65514,1.2629,0.18005
1.0468,2.0411,0.20784
0.47193,0.18064,0.49762
0.080506,0.26323,0.31227
0.26263,0.42689,0.25063
0.35466,0.68627,0.21841
0.57628,1.1086,0.20603
0.91942,1.7913,0.22053
0.41491,0.3115,0.36633
0.20174,0.4646,0.2318
0.41024,0.74476,0.19117
0.61416,1.1978,0.1788
0.99363,1.934,0.19931
1.5977,3.1243,0.28705
0.1502,0.15883,0.42501
0.11255,0.23831,0.26692
0.20242,0.38041,0.21373
0.31301,0.61162,0.18595
0.50554,0.98718,0.17443
0.81461,1.5952,0.1847
0.31705,0.44563,0.15625
0.33222,0.67344,0.10337
0.55852,1.0747,0.095877
0.88301,1.7301,0.11547
1.4267,2.7941,0.18889
2.3038,4.5135,0.39505
0.13085,0.17226,0.1832
0.12712,0.26002,0.11558
0.21672,0.41509,0.093851
0.34115,0.66826,0.084855
0.55134,1.0797,0.087654
0.89038,1.7463,0.11238
0.3317,0.43432,0.11623
0.32021,0.65607,0.077965
0.54705,1.0478,0.075095
0.86118,1.6873,0.096129
1.3921,2.7256,0.16768
2.2477,4.404,0.36519
0.18193,0.31265,0.31705
0.23947,0.47261,0.2014
0.3867,0.75237,0.16659
0.61776,1.2102,0.15826
0.99686,1.9534,0.18182
1.6101,3.1559,0.27337
0.49627,0.49821,0.20555
0.34905,0.74873,0.13518
0.63925,1.1977,0.12503
0.98572,1.9276,0.14844
1.5939,3.1125,0.23923
2.5686,5.0251,0.49455
0.22195,0.22535,0.35378
0.15828,0.33816,0.22295
0.28839,0.5403,0.18064
0.44466,0.86903,0.16214
0.71854,1.403,0.16465
1.1579,2.2674,0.20467
0.19979,0.29597,0.24671
0.22235,0.44707,0.157
0.36937,0.71274,0.13071
0.58551,1.147,0.12606
0.94556,1.8521,0.14921
1.527,2.9934,0.23304
0.11572,0.25993,0.34601
0.2047,0.3937,0.21875
0.31755,0.6258,0.17824
0.51343,1.0065,0.16304
0.82797,1.6243,0.17282
1.3383,2.6244,0.23127
0.36253,0.18248,0.41495
0.099336,0.26898,0.26061
0.25311,0.43381,0.20953
0.3591,0.69764,0.18365
0.58233,1.1269,0.17585
0.9328,1.8213,0.1946
0.21008,0.2997,0.15673
0.22392,0.45299,0.10067
0.37528,0.72284,0.086172
0.59388,1.1638,0.088625
0.95965,1.8801,0.11747
1.5502,3.0398,0.20764
0.29049,0.48726,0.2035
0.37212,0.73741,0.13421
0.6043,1.175,0.12285
0.96482,1.891,0.14502
1.5578,3.0526,0.23172
2.5162,4.9285,0.47691
0.28423,0.36371,0.26799
0.26713,0.54823,0.17148
0.45794,0.87477,0.14539
0.71906,1.4075,0.14608
1.1615,2.2724,0.18628
1.8742,3.6711,0.31638
0.23148,0.43569,0.31115
0.33719,0.65922,0.20037
0.53655,1.0489,0.17199
0.86102,1.6871,0.17855
1.389,2.7224,0.23984
2.2436,4.3951,0.4291
0.48528,0.48944,0.14374
0.34327,0.73613,0.096244
0.62821,1.1781,0.093525
0.96951,1.8967,0.1203
1.5682,3.0636,0.21106
2.5281,4.9477,0.46064
0.35498,0.43677,0.42501
0.31864,0.65679,0.27139
0.55036,1.047,0.22877
0.86087,1.6831,0.22666
1.3894,2.7149,0.28193
2.2394,4.3811,0.4657
0.28955,0.19601,0.14514
0.12246,0.29228,0.091805
0.26178,0.47005,0.07577
0.38792,0.75701,0.070908
0.62876,1.2239,0.079211
1.0114,1.98,0.1145
0.18509,0.40627,0.23709
0.31927,0.61607,0.15335
0.4975,0.98012,0.13292
0.80415,1.5771,0.14124
1.2975,2.5458,0.19657
2.0976,4.112,0.36351
0.16546,0.2805,0.20888
0.2145,0.42452,0.13309
0.34767,0.67642,0.11108
0.5554,1.0887,0.10788
0.89684,1.7584,0.12942
1.4493,2.8425,0.20551
0.30319,0.46145,0.27738
0.34798,0.69698,0.17972
0.57477,1.1107,0.15736
0.91232,1.7867,0.17002
1.4728,2.8837,0.24255
2.3774,4.6553,0.45768
0.43041,0.10841,0.11857
0.025099,0.15451,0.074375
0.17376,0.25505,0.06013
0.21357,0.41102,0.053026
0.3495,0.66589,0.051723
0.55445,1.0781,0.059349
0.36139,0.43917,0.23214
0.31969,0.66179,0.15062
0.55516,1.0567,0.13311
0.86877,1.7004,0.14597
1.4037,2.7454,0.21279
2.2644,4.4337,0.40869
0.41743,0.20059,0.24217
0.10621,0.29564,0.15248
0.28066,0.47797,0.12424
0.39585,0.76943,0.11233
0.64274,1.2439,0.11629
1.0299,2.0118,0.14925
0.47989,0.29315,0.16774
0.17575,0.43578,0.10696
0.39645,0.70182,0.091442
0.57973,1.1301,0.092206
0.94005,1.8268,0.11871
1.5105,2.9541,0.20325
0.48768,0.42505,0.35219
0.28766,0.63605,0.22512
0.55139,1.0179,0.19177
0.83847,1.637,0.19344
1.3556,2.6422,0.24855
2.1815,4.2656,0.42476
0.13845,0.41843,0.40834
0.33706,0.63447,0.26105
0.50557,1.0069,0.2189
0.82561,1.6186,0.21587
1.3302,2.6104,0.26588
2.1501,4.2129,0.43506
0.26032,0.16281,0.19587
0.098584,0.24212,0.12329
0.21945,0.38969,0.099902
