0.30257,0.24529,0.43841
0.13264,0.4066,0.24468
0.42689,0.74793,0.19567
0.66694,1.3588,0.18765
1.2714,2.4883,0.253
2.2946,4.5472,0.52101
0.16124,0.41867,0.14693
0.39259,0.73249,0.090613
0.6535,1.323,0.094545
1.2262,2.4184,0.16493
2.229,4.4219,0.42603
4.0882,8.0605,1.3179
0.31278,0.32239,0.13026
0.21405,0.54484,0.075913
0.5445,0.9985,0.074252
0.9018,1.82,0.10887
1.6949,3.3348,0.25711
3.0781,6.0939,0.76268
0.20637,0.11115,0.36423
0.027697,0.17752,0.20201
0.20897,0.33216,0.1556
0.28726,0.60165,0.13337
0.56956,1.1043,0.13299
1.0163,2.0212,0.17586
0.3373,0.42345,0.15433
0.31555,0.72293,0.092814
0.69888,1.3188,0.098429
1.2004,2.4051,0.16522
2.2328,4.4014,0.42604
4.0642,8.0219,1.3072
0.47077,0.47819,0.47779
0.3143,0.80395,0.27285
0.80522,1.469,0.24334
1.3252,2.6704,0.30338
2.487,4.8786,0.61167
4.5009,8.8652,1.6782
0.12741,0.42791,0.47408
0.41874,0.74811,0.27273
0.65487,1.3447,0.2332
1.251,2.454,0.28257
2.2578,4.4783,0.53428
4.1408,8.1501,1.4358
0.18045,0.26613,0.3768
0.21307,0.45606,0.21192
0.43065,0.82794,0.17169
0.75752,1.5093,0.17506
1.3981,2.7611,0.26202
2.5507,5.0461,0.59898
0.142,0.49636,0.35455
0.48844,0.87021,0.21006
0.76042,1.5652,0.19476
1.4568,2.8583,0.28297
2.6294,5.2157,0.63841
4.8225,9.4759,1.869
0.38867,0.31129,0.17056
0.16614,0.51697,0.097266
0.54439,0.9538,0.089889
0.85032,1.7354,0.11674
1.6242,3.1814,0.25007
2.9339,5.8135,0.70759
0.33349,0.11325,0.14854
-0.029437,0.16845,0.08216
0.24002,0.32606,0.064928
0.26592,0.5874,0.05792
0.56805,1.0822,0.067791
0.99235,1.9818,0.11576
0.26354,0.24253,0.15763
0.14781,0.40684,0.089275
0.41562,0.74762,0.07733
0.67159,1.3617,0.090288
1.2708,2.4966,0.16948
2.3037,4.5684,0.45015
0.45438,0.43085,0.17832
0.26904,0.72398,0.10504
0.73514,1.329,0.1097
1.1955,2.4198,0.17427
2.2568,4.4302,0.43913
4.0874,8.0718,1.3293
0.27281,0.12384,0.28302
0.010793,0.19356,0.15691
0.24236,0.36598,0.12199
0.31092,0.66185,0.10651
0.63072,1.2162,0.11395
1.1181,2.2265,0.17144
0.21104,0.43646,0.14914
0.38916,0.75918,0.092086
0.6906,1.3744,0.098313
1.2684,2.5108,0.17431
2.3182,4.5912,0.45693
4.2434,8.3647,1.4175
0.35057,0.36711,0.45002
0.24636,0.61847,0.25426
0.61599,1.1296,0.21432
1.0205,2.0547,0.2377
1.9127,3.7575,0.41221
3.4676,6.8499,1.0418
0.35345,0.34898,0.33772
0.22474,0.58675,0.19137
0.59097,1.0743,0.16475
0.96814,1.9551,0.19081
1.8219,3.5782,0.35266
3.3019,6.529,0.92668
0.15809,0.27625,0.33868
0.23485,0.47658,0.19126
0.44086,0.86328,0.15667
0.79359,1.575,0.16584
1.4563,2.881,0.26371
2.6624,5.2653,0.63334
0.10932,0.22595,0.46219
0.20144,0.391,0.25865
0.35528,0.70603,0.20392
0.65154,1.2878,0.19289
1.1888,2.3543,0.24662
2.1762,4.3042,0.48532
0.13019,0.28833,0.44007
0.2614,0.50004,0.24805
0.45149,0.90238,0.20054
0.83391,1.6463,0.20572
1.5188,3.0089,0.30872
2.7814,5.4954,0.70927
0.4484,0.36036,0.24073
0.19304,0.59818,0.1371
0.62938,1.1027,0.12553
0.98315,2.0053,0.16045
1.8767,3.6737,0.33765
3.3876,6.7039,0.94612
0.14409,0.22544,0.13762
0.1846,0.38861,0.078559
0.36444,0.70634,0.067413
0.64747,1.2899,0.080015
1.1943,2.363,0.15031
2.1836,4.3261,0.40269
0.14751,0.32316,0.20204
0.29223,0.5625,0.11721
0.50886,1.0173,0.10447
0.93993,1.8586,0.13737
1.7152,3.4004,0.28637
3.1435,6.2122,0.81099
0.13331,0.31542,0.40884
0.29023,0.54821,0.23165
0.49221,0.98889,0.19043
0.91501,1.8047,0.20555
1.6642,3.2981,0.33503
3.049,6.0212,0.82037
0.37098,0.38515,0.24413
0.25698,0.65025,0.14063
0.64887,1.1902,0.13037
1.0751,2.1675,0.17517
2.0182,3.9675,0.38219
3.6617,7.2359,1.0938
0.47321,0.38207,0.13388
0.2057,0.63514,0.078369
0.6676,1.1719,0.083649
1.0453,2.1325,0.13332
1.9955,3.9082,0.34053
3.6041,7.1315,1.0341
0.15124,0.3893,0.25443
0.36443,0.67971,0.14891
0.60653,1.2267,0.13523
1.1367,2.2409,0.18626
2.0654,4.0961,0.40409
3.787,7.4695,1.1651
0.2103,0.35198,0.15223
0.29508,0.60811,0.090094
0.56566,1.104,0.087191
1.0138,2.0159,0.13164
1.865,3.6897,0.31185
3.4094,6.7375,0.93172
0.37703,0.15778,0.43672
-2.8569e-05,0.24365,0.24202
0.31528,0.46227,0.18846
