0.31472,0.40579
0.18818,0.22806
0.15028,0.17698
0.13006,0.14961
0.11691,0.13175
0.10744,0.11885
-0.37301,0.41338
-0.22303,0.23289
-0.17812,0.18096
-0.15415,0.15313
-0.13857,0.13495
-0.12734,0.12181
0.13236,-0.40246
0.07914,-0.22446
0.063202,-0.17346
0.054699,-0.1462
0.049169,-0.12844
0.045185,-0.11563
-0.2215,0.046882
-0.13244,0.026908
-0.10577,0.021116
-0.091538,0.017994
-0.082284,0.015945
-0.075617,0.014458
0.45751,0.46489
0.27355,0.2627
0.21846,0.20446
0.18907,0.17321
0.16995,0.15278
0.15619,0.13801
-0.34239,0.47059
-0.20472,0.26451
-0.16349,0.20528
-0.14149,0.17355
-0.12719,0.15284
-0.11689,0.13787
0.45717,-0.014624
0.27335,-0.0050554
0.2183,-0.002594
0.18893,-0.0013882
0.16983,-0.00066025
0.15607,-0.00017055
0.30028,-0.35811
0.17954,-0.19862
0.14339,-0.15302
0.12409,-0.12869
0.11155,-0.11286
0.10251,-0.10145
-0.078239,0.41574
-0.04678,0.23223
-0.03736,0.17962
-0.032333,0.15148
-0.029064,0.13315
-0.026709,0.11991
0.29221,0.45949
0.17472,0.25784
0.13953,0.19992
0.12076,0.16891
0.10855,0.14867
0.099755,0.13406
0.15574,-0.46429
0.09312,-0.25888
0.074367,-0.20004
0.064361,-0.16859
0.057855,-0.1481
0.053167,-0.13332
0.34913,0.43399
0.20875,0.24414
0.16671,0.18956
0.14428,0.16031
0.12969,0.14122
0.11919,0.12741
0.17874,0.25774
0.10687,0.14439
0.085347,0.11186
0.073864,0.094445
0.066397,0.083087
0.061017,0.074886
0.24313,-0.10777
0.14537,-0.059298
0.1161,-0.045482
0.10048,-0.038127
0.090319,-0.033349
0.083002,-0.029911
0.15548,-0.32881
0.092963,-0.18324
0.074242,-0.14154
0.064253,-0.11927
0.057757,-0.10475
0.053078,-0.09428
0.20605,-0.46817
0.1232,-0.26078
0.098388,-0.20139
0.085151,-0.16966
0.076542,-0.14899
0.070341,-0.13408
-0.22308,-0.45383
-0.13338,-0.25266
-0.10652,-0.19507
-0.092189,-0.1643
-0.082869,-0.14426
-0.076155,-0.12981
-0.40287,0.32346
-0.24088,0.18303
-0.19237,0.14255
-0.16649,0.12083
-0.14966,0.10662
-0.13753,0.096345
0.19483,-0.1829
0.11649,-0.10156
0.093032,-0.078297
0.080515,-0.065879
0.072375,-0.057795
0.066512,-0.051969
0.45022,-0.46555
0.2692,-0.25694
0.21498,-0.19741
0.18606,-0.16569
0.16725,-0.14507
0.1537,-0.13023
-0.061256,-0.11844
-0.036626,-0.066079
-0.02925,-0.051074
-0.025315,-0.043054
-0.022755,-0.037827
-0.020912,-0.034057
0.26552,0.2952
0.15876,0.16588
0.12679,0.12872
0.10973,0.10881
0.098634,0.095815
0.090643,0.086426
-0.31313,-0.010236
-0.18722,-0.0042561
-0.14952,-0.0026741
-0.1294,-0.00188
-0.11632,-0.0013897
-0.1069,-0.0010525
-0.054414,0.14631
-0.032535,0.081741
-0.025983,0.063228
-0.022487,0.053328
-0.020214,0.046875
-0.018576,0.042218
0.20936,0.25469
0.12518,0.14286
0.099973,0.11075
0.086522,0.093557
0.077775,0.082339
0.071474,0.074236
-0.22397,0.1797
-0.13392,0.10109
-0.10695,0.078485
-0.09256,0.066374
-0.083202,0.058467
-0.076462,0.052752
0.1551,-0.33739
0.092736,-0.18803
0.07406,-0.14525
0.064096,-0.12239
0.057616,-0.1075
0.052948,-0.096754
-0.381,-0.0016359
-0.22781,0.0012469
-0.18193,0.0018777
-0.15745,0.0021385
-0.14153,0.0022682
-0.13007,0.002337
0.45974,-0.15961
0.27489,-0.085979
0.21953,-0.065156
0.18999,-0.054134
0.17079,-0.047009
0.15695,-0.041904
0.085268,-0.27619
0.050983,-0.15411
0.040716,-0.11912
0.035238,-0.10042
0.031675,-0.088236
0.029109,-0.079443
0.25127,-0.2449
0.15024,-0.13581
0.11998,-0.10462
0.10384,-0.08798
0.093341,-0.077152
0.085779,-0.069348
0.0059571,0.19908
0.0035618,0.11116
0.0028445,0.085958
0.0024618,0.072484
0.0022129,0.063702
0.0020336,0.057365
0.3909,0.45929
0.23373,0.25873
0.18666,0.20103
0.16154,0.17011
0.14521,0.1499
0.13345,0.1353
0.047216,-0.36138
0.028231,-0.20175
0.022546,-0.15599
0.019512,-0.13153
0.01754,-0.11559
0.016119,-0.10409
-0.35071,-0.24249
-0.20969,-0.13357
-0.16746,-0.10251
-0.14493,-0.085974
-0.13028,-0.075228
-0.11973,-0.067495
0.34072,-0.24572
0.20372,-0.13547
0.16269,-0.10403
0.1408,-0.087279
0.12657,-0.076394
0.11632,-0.068558
0.31428,-0.25648
0.18792,-0.14174
0.15007,-0.10898
0.12988,-0.091522
0.11675,-0.080169
0.10729,-0.071993
0.42926,-0.15002
0.25666,-0.081023
0.20498,-0.061494
0.1774,-0.05115
0.15946,-0.044459
0.14654,-0.039662
-0.3034,-0.24892
-0.18141,-0.13762
-0.14488,-0.10584
-0.12539,-0.088896
-0.11271,-0.077879
-0.10358,-0.069945
0.11604,-0.026711
0.069385,-0.014714
0.055412,-0.011294
0.047957,-0.0094719
0.043108,-0.0082882
0.039616,-0.0074363
-0.14834,0.33083
-0.088696,0.18505
-0.070834,0.14324
-0.061303,0.12087
-0.055106,0.10628
-0.050641,0.095754
0.085264,0.049724
0.050981,0.027872
0.040714,0.021599
0.035236,0.018241
0.031674,0.016051
0.029108,0.014469
0.41719,-0.21416
0.24945,-0.11699
0.19921,-0.089372
0.17241,-0.074697
0.15498,-0.065181
0.14242,-0.058344
0.2572,0.25373
0.15378,0.14266
0.12281,0.11073
0.10629,0.093628
0.095545,0.082462
0.087804,0.074392
-0.11955,0.067822
-0.071484,0.038082
-0.057088,0.029538
-0.049407,0.024963
-0.044412,0.021977
-0.040814,0.019819
-0.42415,-0.44605
-0.2536,-0.24638
-0.20253,-0.18939
-0.17528,-0.15902
-0.15756,-0.13927
-0.1448,-0.12505
0.030798,0.27917
0.018414,0.15589
0.014706,0.12056
0.012727,0.10166
0.011441,0.089348
0.010514,0.080461
0.43401,-0.37009
0.2595,-0.20385
0.20724,-0.15645
0.17936,-0.1312
0.16123,-0.1148
0.14816,-0.103
0.068824,-0.030609
0.041151,-0.017021
0.032864,-0.013132
0.028442,-0.011056
0.025567,-0.0097034
0.023495,-0.0087285
-0.4881,-0.16288
-0.29184,-0.087401
-0.23307,-0.066086
-0.20171,-0.054816
-0.18132,-0.047537
-0.16663,-0.042324
-0.33782,0.29428
-0.20199,0.16602
-0.16131,0.1291
-0.13961,0.1093
-0.12549,0.096361
-0.11533,0.087006
-0.18878,0.028533
-0.11288,0.016463
-0.090146,0.012954
-0.078017,0.01106
-0.07013,0.0098156
-0.064448,0.0089114
-0.33435,0.10198
-0.19991,0.058608
-0.15965,0.046024
-0.13817,0.039237
-0.1242,0.034783
-0.11414,0.031549
-0.23703,0.15408
-0.14172,0.08687
-0.11318,0.067528
-0.097955,0.057158
-0.088052,0.050383
-0.080918,0.045485
0.18921,0.24815
0.11313,0.13909
0.090351,0.10778
0.078195,0.091026
0.070289,0.080093
0.064595,0.072198
-0.049458,-0.41618
-0.029572,-0.23235
-0.023617,-0.17965
-0.020439,-0.15148
-0.018373,-0.13312
-0.016884,-0.11988
-0.27102,0.41334
-0.16205,0.23189
-0.12942,0.17978
-0.112,0.15188
-0.10068,0.13367
-0.092523,0.12052
-0.34762,0.32582
-0.20785,0.18373
-0.16599,0.14283
-0.14366,0.12091
-0.12913,0.10658
-0.11867,0.096223
0.038342,0.49613
0.022926,0.27705
0.018309,0.21425
0.015845,0.18067
0.014243,0.15878
0.01309,0.14299
-0.42182,-0.057322
-0.25222,-0.029359
-0.20142,-0.021583
-0.17432,-0.017519
-0.1567,-0.01492
-0.144,-0.013075
-0.39335,0.4619
-0.23519,0.26021
-0.18783,0.20219
-0.16255,0.17109
-0.14612,0.15078
-0.13428,0.13609
-0.49537,0.27491
-0.29619,0.15715
-0.23654,0.12307
-0.20472,0.10472
-0.18402,0.092686
-0.16911,0.083963
0.3173,0.36869
0.18972,0.20737
0.15151,0.16099
0.13113,0.13614
0.11787,0.11991
0.10832,0.10819
-0.41556,-0.10022
-0.24847,-0.053389
-0.19843,-0.040198
-0.17174,-0.033236
-0.15437,-0.028747
-0.14187,-0.025537
-0.24013,0.30007
-0.14358,0.16841
-0.11466,0.13059
-0.099236,0.11034
-0.089203,0.097126
-0.081977,0.087581
-0.068586,0.41065
-0.041009,0.22936
-0.03275,0.17739
-0.028344,0.1496
-0.025478,0.13149
-0.023414,0.11842
-0.31815,-0.2362
-0.19023,-0.13038
-0.15192,-0.10018
-0.13148,-0.084092
-0.11819,-0.073633
-0.10861,-0.066102
-0.35446,-0.36393
-0.21194,-0.20134
-0.16926,-0.1549
-0.14648,-0.13014
-0.13168,-0.11404
